osm_id,osm_type,lat,lon,distance_m,primary_tag,primary_value,name,brand,shop,amenity,office,craft,tourism,leisure,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,takeaway,delivery,level,addr_street,addr_housenumber,addr_postcode,has_name,distance_band
2689589693,node,40.7583345,-73.9841851,99.5,amenity,restaurant,Havana Central,,,restaurant,,,,,,,,https://havanacentral.com/,,,,,,West 46th Street,151,,1,0-200m
12237980160,node,40.7583401,-73.9860225,99.6,amenity,ice_cream,Anita Gelato,,,ice_cream,,,,,,,,https://anita-gelato.com,,,,,,West 45th Street,207,10036,1,0-200m
2639531871,node,40.7597371,-73.9845837,102.7,tourism,hotel,Renaissance New York Times Square Hotel,Renaissance,,,,,hotel,,,,,,,,,,,,,,1,0-200m
8250908768,node,40.758174,-73.9843363,103.2,amenity,parking_entrance,,,,parking_entrance,,,,,,,,,,,,,,,,,0,0-200m
163474780,way,40.7585993,-73.9862598,103.2,tourism,hotel,New York Marriott Marquis,Marirott,,,,,hotel,,,24/7,,https://www.marriott.com/hotels/travel/nycmq-new-york-marriott-marquis/,yes,,,,,Broadway,1535,,1,0-200m
4755575515,node,40.7579715,-73.9852247,103.8,shop,optician,Sunglass Hut,Sunglass Hut,optician,,,,,,,,,,,,,,,,,,1,0-200m
5884955676,node,40.7595077,-73.9841594,104.1,amenity,theatre,LOL Times Square Comedy Club,,,theatre,,,,,,,+1 212-643-6557,http://loltimessquare.com,,,,,,7th Avenue,711,10036,1,0-200m
2676979135,node,40.7592344,-73.9863162,109.0,amenity,restaurant,Bond 45,,,restaurant,,,,,italian,,,https://www.bond45ny.com,,,,,,West 46th Street,221,10036,1,0-200m
2722857800,node,40.75965,-73.985965,110.7,amenity,restaurant,Friedman's,,,restaurant,,,,,,,,,,,,,,West 47th Street,228,10036,1,0-200m
4385240481,node,40.758744,-73.986415,112.1,amenity,restaurant,The View Restaurant & Lounge,,,restaurant,,,,,american,,+1 212 704 8900,https://www.theviewnyc.com/,,,,,47,Broadway,1535,,1,0-200m
13730649404,node,40.7581141,-73.9841954,115.9,amenity,atm,,,,atm,,,,,,,,,,,,,,,,,0,0-200m
12917522703,node,40.7580768,-73.9842248,117.5,amenity,restaurant,Le Marais,,,restaurant,,,,,steak_house,,,,,,,,,,,,1,0-200m
13730649403,node,40.7580884,-73.984193,118.2,amenity,restaurant,Val Pizza,,,restaurant,,,,,pizza,,,,,,,,,,,,1,0-200m
1317983503,way,40.7593769,-73.9863656,119.1,tourism,hotel,SpringHill Suites,SpringHill Suites,,,,,hotel,,,,,https://www.marriott.com/en-us/hotels/nycwf-springhill-suites-new-york-manhattan-times-square/overview/,,,,,,West 46th Street,223,,1,0-200m
5884922536,node,40.7599806,-73.9850423,120.3,shop,watches,Fossil,Fossil,watches,,,,,,,"Mo-Th, Su 09:00-24:00; Fr, Sa 09:00-01:00",+1 212-445-1021,https://stores.fossil.com/ny/new-york/times-square-8289/,,,,,,Broadway,1585,10036,1,0-200m
266170755,way,40.7578829,-73.984494,124.1,amenity,theatre,Lyceum Theatre,,,theatre,,,,,,,,,,,,,,West 45th Street,149,10036,1,0-200m
1118420762,way,40.7600039,-73.9848607,124.4,leisure,garden,,,,,,,,garden,,,,,,,,,,,,,0,0-200m
12917522704,node,40.7580366,-73.9841496,125.0,shop,convenience,Abbondanza Cafe,,convenience,,,,,,,,,,,,,,,,,,1,0-200m
266170542,way,40.7585629,-73.9836775,125.5,amenity,restaurant,Dervish,,,restaurant,,,,,mediterranean,,,https://www.dervishrestaurant.com/,,,,,,West 47th Street,146,10036,1,0-200m
10224032617,node,40.7578636,-73.9857652,128.1,tourism,information,,,,,,,information,,,,,,,,,,,,,,0,0-200m
8396064852,node,40.7581681,-73.9862843,128.7,amenity,parking_entrance,,,,parking_entrance,,,,,,,,,,,,,,,,,0,0-200m
7172247185,node,40.7580118,-73.9841151,129.0,amenity,pub,Mc Carthy's,,,pub,,,,,burger;irish;american,,,,,,,,,,,,1,0-200m
12246616257,node,40.7585572,-73.9865632,129.0,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,,,,,,yes,,,,,,1,0-200m
2717293852,node,40.7597407,-73.9861863,130.8,amenity,bar,Rum House,,,bar,,,,,,,,,,,,,,West 47th Street,228,10036,1,0-200m
10960870136,node,40.7577347,-73.985331,131.0,amenity,fast_food,McDonald's,McDonald's,,fast_food,,,,,burger,24/7,+1 917-409-5946,https://www.mcdonalds.com/us/en-us/location/39147.html,yes,no,yes,yes,,Broadway,1528,10036,1,0-200m
1752822408,node,40.758063,-73.9862053,131.6,amenity,theatre,Minskoff Theatre,,,theatre,,,,,,,,http://minskofftheatre.com/,,,,,,Broadway,1515,,1,0-200m
12917522705,node,40.7580046,-73.984058,132.7,amenity,restaurant,Prime Catch,,,restaurant,,,,,steak_house;pasta,,,,,,,,,,,,1,0-200m
143858914,way,40.7596402,-73.9863369,132.8,tourism,hotel,The Hotel Edison NYC,,,,,,hotel,,,,,https://www.edisonhotelnyc.com/,,,,,,West 47th Street,228,10036,1,0-200m
10828709898,node,40.7578595,-73.9859259,135.0,shop,gift,LINE FRIENDS,LINE FRIENDS,gift,,,,,,,,,,,,,,,Broadway,1515,10036,1,0-200m
13730649402,node,40.7580044,-73.9840133,135.3,shop,hairdresser,Walk-Ins,,hairdresser,,,,,,,,,,,,,,,,,,1,0-200m
12917522706,node,40.757981,-73.9840072,137.5,amenity,restaurant,Silky Kitchen,,,restaurant,,,,,chinese,Mo-Fr 11:00-20:45,,,,,,,,,,,1,0-200m
12488728940,node,40.7576687,-73.9853889,139.1,amenity,fast_food,Popeyes,Popeyes,,fast_food,,,,,chicken,,,,,,yes,,,,,,1,0-200m
266149330,way,40.7590388,-73.9867431,139.2,amenity,theatre,Richard Rodgers Theatre,,,theatre,,,,,,,,,,,,,,West 46th Street,226,10036,1,0-200m
12495990801,node,40.75891,-73.9833914,143.9,tourism,hotel,Motto by Hilton Times Square,Motto,,,,,hotel,,,,,,,,,,,,,,1,0-200m
12715466601,node,40.7589115,-73.9833905,144.0,tourism,hotel,MOTTO BY HILTON TIMES SQUARE,Motto,,,,,hotel,,,,,,,,,,,West 47th Street,145,,1,0-200m
266170769,way,40.7589411,-73.9833872,144.3,tourism,hotel,Hotel Riu Plaza Manhattan Times Square,RIU,,,,,hotel,,,24/7,+1 212-706-3170,https://www.riu.com/en/hotel/united-states/new-york/hotel-riu-plaza-manhattan-times-square,yes,,,,,West 47th Street,145,10036,1,0-200m
2678783480,node,40.7600914,-73.9844166,144.4,shop,confectionery,M&M'S World,,confectionery,,,,,,,Mo-Th 10:00-22:00; Fr-Su 09:00-22:00,,https://www.mmsworld.com/,yes,,,,,,,,1,0-200m
5528676228,node,40.7579702,-73.9838946,144.9,amenity,cafe,Margon Restaurant,,,cafe,,,,,cuban,,,,,,,,0,West 46th Street,136,,1,0-200m
13241314012,node,40.7601982,-73.9848726,145.6,amenity,bicycle_rental,Citi Bike - Broadway & W 48 St,Citi Bike,,bicycle_rental,,,,,,,,,,,,,,,,,1,0-200m
10793579016,node,40.7598702,-73.9839265,146.3,shop,gift,NYC Mega Mart,,gift,,,,,,,Mo-Su 08:00-02:00,,https://nycmegamart.wixsite.com/website,,,,,,,,,1,0-200m
10960870137,node,40.7575871,-73.9854097,148.3,shop,gift,I Love NY Gifts,,gift,,,,,,,,,,,,,,,Broadway,,10036,1,0-200m
763650163,node,40.7582151,-73.9866267,149.4,amenity,restaurant,Junior's,,,restaurant,,,,,,"Mo-Th, Su 06:30-00:00; Fr, Sa 06:30-01:00",+1 212-302-2000,https://www.juniorscheesecake.com/blog/restaurants/times-square/,,yes,,,,Broadway,1515,10019,1,0-200m
10559992345,node,40.7597577,-73.9837192,150.4,amenity,restaurant,Little Italy Pizza,,,restaurant,,,,,pizza,,+1-646-360-2346,,,sidewalk,yes,yes,,West 48th Street,167,10036,1,0-200m
5401978034,node,40.7597315,-73.983665,152.2,shop,gift,Times Square Gift Shop,,gift,,,,,,,,,,,,,,,,,,1,0-200m
2717542944,node,40.7599243,-73.983887,153.0,shop,tobacco,7th Ave Smoke Shop,,tobacco,,,,,,,,,,,,,,,,,,1,0-200m
266170759,way,40.7578443,-73.9839258,153.5,amenity,restaurant,Amor Loco,,,restaurant,,,,,mexican,,,,,,,,,West 46th Street,134,10036,1,0-200m
4452654646,node,40.7602738,-73.9848665,154.0,tourism,information,LinkNYC,,,,,,information,,,,,,,,,,,,,,1,0-200m
12488728935,node,40.7577063,-73.9860384,154.5,shop,watches,Tissot,Tissot,watches,,,,,,,,,,,,,,,,,,1,0-200m
12750167119,node,40.75971,-73.9836,155.2,shop,convenience,TSQ Food Court,,convenience,,,,,,,,+1-212-933-0966,,,,,,,West 48th Street,163,10036,1,0-200m
10793579017,node,40.7598021,-73.9836881,155.6,amenity,fortune_teller,Sarah's Visions,,,fortune_teller,,,,,,,+1-732-242-2821,,,,,,1,,,,1,0-200m
10791218141,node,40.7603024,-73.9849637,156.4,amenity,fast_food,Krispy Kreme,Krispy Kreme,,fast_food,,,,,donut,,,,yes,,yes,,,,,,1,0-200m
12968777478,node,40.7574988,-73.9848314,157.4,amenity,pharmacy,Duane Reade,Duane Reade,,pharmacy,,,,,,24/7,+1 718-312-6986,https://www.walgreens.com/locator/walgreens-158+w.+45th+st.-new+york-ny-10036/id=21263,,,,,,West 45th Street,158,10036,1,0-200m
7747395789,node,40.7592445,-73.9869234,158.3,tourism,hotel,Paramount Hotel,,,,,,hotel,,,,,,,,,,,,,,1,0-200m
12917522000,node,40.7575933,-73.9843375,158.9,tourism,museum,Museum of Broadway,,,,,,museum,,,,,,,,,,,,,,1,0-200m
10793579018,node,40.7598393,-73.9836621,159.9,shop,tattoo,Art Ink Tattoo,,tattoo,,,,,,,Mo-Su 12:00-24:00,+1-917-261-5017,https://artinktattoostudio.com,,,,,2,,,,1,0-200m
4483086991,node,40.7594345,-73.9868675,160.3,amenity,fast_food,Patzeria Perfect Pizza Pasta & Grill,,,fast_food,,,,,pizza,,+1-212-575-7646,https://www.patzeriaperfectpizzanewyork.com/,,,yes,yes,,West 46th Street,231,,1,0-200m
266149297,way,40.760107,-73.9861446,160.5,amenity,theatre,Barrymore Theatre,,,theatre,,,,,,,,,yes,,,,,West 47th Street,243,10036,1,0-200m
2717543572,node,40.7599891,-73.9838395,161.0,amenity,stripclub,Platinum Dolls,,,stripclub,,,,,,"Mo 19:00-04:00, Tu-Fr 12:00-04:00, Sa-Su 19:00-04:00",+1-212-764-6969,https://platinumdollsnyc.com,,,,,,,,,1,0-200m
6285668319,node,40.7584918,-73.983254,162.0,amenity,restaurant,Sushi By Bou,,,restaurant,,,,,sushi,Mo-Fr 09:00-18:00,+1-917-348-5737,https://www.sushibybou.com,,,,,,W 47th St,132,10036,1,0-200m
13124095520,node,40.757465,-73.9847632,162.1,shop,bakery,I'm donut ?,,bakery,,,,,,doughnut,10:00-22:00,,https://imdonut.nyc,,,,,,West 45th Street,154,,1,0-200m
4243439483,node,40.7583844,-73.9832932,162.6,amenity,bar,Haven Rooftop Bar,,,bar,,,,,,,,,,,,,,,,,1,0-200m
2717323719,node,40.7602955,-73.9845027,163.1,amenity,cafe,Gong Cha,Gong Cha,,cafe,,,,,bubble_tea,Su-We 11:00-22:30; Th-Sa 11:00-23:00,,,,,yes,,,Broadway,1600,10019,1,0-200m
266170539,way,40.7581269,-73.9834365,164.4,tourism,hotel,Broadway @ Times Square Hotel,,,,,,hotel,,,24/7,+1 212-221-2600,https://www.applecorehotels.com/broadway-times-square-hotel,,,,,,West 46th Street,129,10036,1,0-200m
12488728936,node,40.7576209,-73.9860917,164.9,shop,shoes,Skechers,Skechers,shoes,,,,,,,,,,,,,,,,,,1,0-200m
12917522701,node,40.757443,-73.9846875,165.7,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,,,,,,yes,,,,,,1,0-200m
2722857832,node,40.7598975,-73.9865625,165.8,amenity,restaurant,Dilli Dilli,,,restaurant,,,,,indian,,,,,,,,,West 47th Street,250,10036,1,0-200m
4243439484,node,40.7584738,-73.9832127,165.9,tourism,hotel,Sanctuary Hotel,,,,,,hotel,,,,+1 212-234-7000,https://www.sanctuaryhotelnyc.com/,,,,,,West 47th Street,132,10036,1,0-200m
8794574445,node,40.7593362,-73.9832115,166.3,amenity,parking_entrance,,,,parking_entrance,,,,,,,,,,,,,,,,,0,0-200m
10960870138,node,40.7574273,-73.9854727,166.7,shop,clothes,Old Navy,Old Navy,clothes,,,,,,,Mo-Sa 09:00-23:00; Su 10:00-21:00,+1-646-866-5935,https://oldnavy.gap.com/stores/ny/newyork/oldnavy-3444.html,,,,,,Broadway,1516,10036,1,0-200m
266170765,way,40.7577808,-73.9837782,167.0,tourism,hotel,The Muse New York,Independent,,,,,hotel,,,,+1 212-485-2400,https://www.themusehotel.com/,yes,,,,,West 46th Street,130,10036,1,0-200m
10794176923,node,40.7600479,-73.9837966,168.4,amenity,restaurant,Lagos TSQ,,,restaurant,,,,,west_african,,+1-212-281-0500,https://lagosnyc.com,,,,,,,,,1,0-200m
12917521999,node,40.7575283,-73.98419,170.7,amenity,cafe,T45,,,cafe,,,,,coffee_shop,,,,,,,,,,,,1,0-200m
266170541,way,40.7591178,-73.9830767,172.1,amenity,theatre,James Earl Jones Theatre,,,theatre,,,,,,24/7,+12122396200,,,,,,,West 48th Street,138,10036,1,0-200m
266149329,way,40.7588726,-73.9871509,172.8,amenity,theatre,Music Box Theatre,,,theatre,,,,,,,,https://shubert.nyc/theatres/music-box,,,,,,West 45th Street,239,10036,1,0-200m
2722857817,node,40.7599261,-73.9866455,173.1,amenity,restaurant,Glass House Tavern,,,restaurant,,,,,,,,https://glasshousetavern.com/,,,,,,West 47th Street,252,10036,1,0-200m
260180778,way,40.7575691,-73.9840243,173.5,tourism,hotel,Hyatt Centric Times Square,Hyatt Centric,,,,,hotel,,,,+1 646-364-1234,https://www.hyatt.com/en-US/hotel/new-york/hyatt-centric-times-square-new-york/nycts,,,,,,West 45th Street,135,10036,1,0-200m
266149345,way,40.7591087,-73.9871438,173.7,amenity,theatre,Imperial Theatre,,,theatre,,,,,,,,https://shubert.nyc/theatres/imperial,limited,,,,,West 45th Street,249,10036,1,0-200m
12818145480,node,40.7596608,-73.9832831,174.9,amenity,bar,RT60 Rooftop Bar & Lounge,,,bar,,,,,,"Mo-Tu off; Th-Sa 17:00-02:00; Su,We 17:00-24:00",+1-212-970-1270,https://hotel.hardrock.com/new-york/rt60-rooftop-bar.aspx,,yes,,,34,West 48th Street,159,10019,1,0-200m
266149326,way,40.7603381,-73.9859536,175.3,amenity,theatre,Longacre Theatre,,,theatre,,,,,,,,,yes,,,,,West 48th Street,220,10036,1,0-200m
1121915658,way,40.7594424,-73.9831367,176.0,tourism,attraction,McGraw-Hill Waterfall Tunnel,,,,,,attraction,,,,,,,,,,,,,,1,0-200m
4755575514,node,40.7584335,-73.9831005,176.2,amenity,restaurant,Tender,,,restaurant,,,,,,,,,,,,,,,,,1,0-200m
11079657105,node,40.7575137,-73.9840845,176.3,amenity,bar,Bar 54,,,bar,,,,,,,+1 646 364 1234,https://www.bar54nyc.com,,,,,54,West 45th Street,135,10036,1,0-200m
266170604,way,40.7597152,-73.9832804,178.1,tourism,hotel,Hard Rock Hotel New York,Hard Rock Hotel,,,,,hotel,,,,+1 212 970 1200,https://www.hardrockhotels.com/new-york/,,,,,,West 48th Street,159,10036,1,0-200m
6426977889,node,40.7601612,-73.9864034,178.1,amenity,restaurant,Buffalo Wild Wings,Buffalo Wild Wings,,restaurant,,,,,wings,Mo-Su 11:00-00:00,+1-212-265-9453,,,,,,,,,,1,0-200m
266149299,way,40.7583652,-73.9870937,178.1,amenity,theatre,Booth Theatre,,,theatre,,,,,,,,,no,,,,,West 45th Street,222,10036,1,0-200m
2678466841,node,40.7576451,-73.9864422,179.6,amenity,theatre,PlayStation Theater,,,theatre,,,,,,,,https://www.playstationtheater.com/,,,,,,Broadway,1515,,1,0-200m
5041140405,node,40.7582063,-73.987028,179.8,shop,gift,One Shubert Alley,,gift,,,,,,,,,https://www.oneshubertalley.com/,,,,,,,,,1,0-200m
266149312,way,40.7596469,-73.9870077,180.9,tourism,hotel,Paramount Hotel,,,,,,hotel,,,,+1 212-764-5500,https://www.nycparamount.com/,yes,,,,,West 46th Street,235,10036,1,0-200m
2722857837,node,40.7599596,-73.9867307,181.0,amenity,restaurant,Trattoria Trecolori,,,restaurant,,,,,italian,,,https://www.trattoriatrecolori.com/,,,,,,West 47th Street,254,10036,1,0-200m
12209038072,node,40.7595571,-73.9870682,181.2,shop,bakery,Le Parisien Bakery,,bakery,,,,,,french,,,,,,,,,,,,1,0-200m
2678466844,node,40.7572995,-73.9855061,181.2,shop,clothes,Gap,Gap,clothes,,,,,,,Mo-Su 10:00-23:00,+1-646-866-5850,https://www.gap.com/stores/ny/newyork/gap-4132.html,yes,,,,,Broadway,1514,10036,1,0-200m
9966731697,node,40.7595628,-73.9870903,183.1,shop,gift,Hamilton: The Store,,gift,,,,,,,,,,limited,,,,0,,,,1,0-200m
1207800614,way,40.759534,-73.9830706,184.9,tourism,attraction,McGraw-Hill Waterfall Tunnel,,,,,,attraction,,,,,,yes,,,,,,,,1,0-200m
4462060089,node,40.7600564,-73.9834861,187.1,shop,clothes,Superdry,Superdry,clothes,,,,,,,Mo-Su 09:00-23:00,+1-646-783-2380,https://www.superdry.com,,,,,,7th Avenue,729,10019,1,0-200m
9815615205,node,40.7604274,-73.9840645,190.9,amenity,restaurant,Famous Original Ray's Pizza,,,restaurant,,,,,pizza,,,,,,,,,7th Avenue,736,,1,0-200m
1121915656,way,40.7596143,-73.9830125,192.9,tourism,attraction,McGraw-Hill Waterfall Tunnel,,,,,,attraction,,,,,,yes,,,,,,,,1,0-200m
266151929,way,40.7606357,-73.9851119,193.0,tourism,hotel,Hyatt Regency Times Square,Hyatt Regency,,,,,hotel,,,,+1 212 977 4000,https://www.hyatt.com/hyatt-regency/en-US/nycrt-hyatt-regency-times-square,yes,,,,,Broadway,1605,10019,1,0-200m
266170544,way,40.7574472,-73.9838008,195.1,tourism,hotel,45 Times Square Hotel,,,,,,hotel,,,,,,,,,,,,,10036,1,0-200m
1758217485,node,40.7604723,-73.9840506,195.9,amenity,restaurant,The Playwright,,,restaurant,,,,,,,+1 212-262-9263,https://www.playwrighttavern.com/,,,,,,West 49th Street,202,10019,1,0-200m
2610440246,node,40.7604501,-73.9839884,196.1,amenity,restaurant,Burger Man,,,restaurant,,,,,,,,,,,,,,7th Avenue,740,,1,0-200m
266149301,way,40.7599493,-73.9869854,197.1,amenity,theatre,Lena Horne Theatre,,,theatre,,,,,,,,,,,,,,West 47th Street,256,10036,1,0-200m
702540318,way,40.7572603,-73.9860053,197.6,tourism,attraction,Times Square,,,,,,attraction,,,,,,yes,,,,,,,10036,1,0-200m
2721574108,node,40.7605232,-73.9861219,200.0,amenity,pub,Hurley's,,,pub,,,,,american,,,https://www.hurleysnyc.com/,,,,,,West 48th Street,232,10036,1,0-200m
266149334,way,40.7581388,-73.9872563,200.4,amenity,theatre,Shubert Theatre,,,theatre,,,,,,,,,,,,,,West 44th Street,225,10036,1,200-400m
266149302,way,40.7585014,-73.9874322,201.4,amenity,theatre,Gerald Schoenfeld Theatre,,,theatre,,,,,,,,,yes,,,,,West 45th Street,236,10036,1,200-400m
6401458888,node,40.7596545,-73.9829247,201.5,tourism,artwork,Paparazzi Dogman and Rabbitwoman,,,,,,artwork,,,,,https://gillieandmarc.art/pages/paparazzi-dogman-rabbitgirl,,,,,,6th Avenue,,,1,200-400m
6615272821,node,40.7578879,-73.9831141,201.6,amenity,cafe,For five coffee roasters,,,cafe,,,,,coffee,Mo-Fr 07:00-19:00; Sa-Su 08:00-16:00,,,yes,no,yes,,0,,,,1,200-400m
