location,osm_id,name,lat,lon,label,distance_m,lot_area_sqft,highway_type,lanes,dist_bus_stop_m,dist_hospital_m,dist_school_m,dist_park_m,res_ratio,com_ratio,median_income,assess_per_sqft,year_built,pedestrian_rank,pedestrian_category,dist_subway_m,shops_within_100m,population_density,shop_mix_entropy
west_side,12035275687,Cozy,40.7946806,-73.9635837,services,1669.9,2475.0,residential,2.0,86.8,416.5,166.5,281.2,0.7793712079426365,0.2206287920573635,146976.0,409.8181818181818,1900.0,3,medium,237.85,9,5055,1.565596230357602
west_side,2276383000,Holy Cow,40.7947929,-73.9638647,food_drink,1669.9,2454.0,residential,2.0,109.2,404.1,140.0,283.2,0.8333622333969135,0.1666377666030865,146976.0,403.4229828850856,1900.0,3,medium,245.18,9,5055,1.5656531116458186
west_side,2144945002,Felo Deli,40.794872,-73.9640182,retail,1669.9,2454.0,residential,,123.7,395.9,125.1,283.7,0.8333622333969135,0.1666377666030865,146976.0,403.4229828850856,1900.0,3,medium,252.27,6,5055,1.575114591410657
west_side,5939555190,Francesco's Pizza,40.775134,-73.9807023,food_drink,1674.3,3200.0,primary,3.0,35.2,220.5,53.6,213.0,0.828526890101325,0.1714731098986749,141363.0,1012.921875,1886.0,3,medium,194.66,26,4644,1.5377559674303911
west_side,2550112961,Il Violino,40.7750226,-73.9807865,food_drink,1674.3,1634.0,residential,,49.2,225.4,55.6,198.7,0.8067508374130379,0.1932491625869621,141363.0,913.4944920440636,1886.0,3,medium,180.45,24,4644,1.5610150105933087
west_side,2550112966,Rag & Bone,40.7750847,-73.9807486,retail,1674.3,3200.0,residential,,41.9,222.0,53.4,206.3,0.828526890101325,0.1714731098986749,141363.0,1012.921875,1886.0,3,medium,187.94,25,4644,1.5610150105933087
west_side,5939555287,La Traviata Pizzeria,40.7750501,-73.9808413,food_drink,1674.3,1634.0,residential,,49.9,220.1,50.2,199.4,0.8067508374130379,0.1932491625869621,141363.0,913.4944920440636,1886.0,3,medium,180.38,25,4644,1.5610150105933087
west_side,12025837049,TenX Funding,40.7747752,-73.9810652,services,1683.3,55462.0,residential,,85.4,235.0,63.8,163.6,0.4612265628426356,0.5387734371573645,170804.0,3004.974450975443,1992.0,3,medium,144.48,23,5377,1.5705730449091742
west_side,2744981542,Variazioni,40.7748742,-73.9804167,retail,1698.7,3013.0,residential,,55.5,258.0,77.0,201.8,0.8,0.2,141363.0,1238.582807832725,1894.0,3,medium,188.16,23,4644,1.530893955448993
west_side,2744981545,Warby Parker,40.7749664,-73.9803495,services,1698.7,3013.0,primary,3.0,45.7,254.4,88.6,213.4,0.8,0.2,141363.0,1238.582807832725,1894.0,3,medium,199.39,25,4644,1.5289484106534372
west_side,5862744811,Joe Coffee Company,40.7750206,-73.9803155,food_drink,1698.7,3013.0,primary,3.0,40.4,252.1,88.2,219.9,0.8,0.2,141363.0,1238.582807832725,1894.0,3,medium,205.69,26,4644,1.5057766922661169
west_side,8787410949,Le Boite en Bois,40.7748346,-73.9803624,food_drink,1698.7,3013.0,residential,,60.2,264.4,75.1,201.2,0.8,0.2,141363.0,1238.582807832725,1894.0,3,medium,188.48,23,4644,1.5375816403474531
west_side,2535746192,Yoyo Chicken,40.8003697,-73.9659827,food_drink,1699.7,3383.0,secondary,3.0,36.8,192.7,199.8,129.1,0.8,0.2,37641.0,424.4605379840378,1920.0,2,high,194.42,14,11169,1.497249983196856
west_side,6946606763,Miss Bubble Laundromat,40.800283,-73.9660496,services,1699.7,2592.0,primary,3.0,46.0,183.2,209.2,119.5,0.8399837133550488,0.1600162866449511,37641.0,453.6458333333333,1920.0,2,high,185.34,17,11169,1.492643175757186
west_side,2535746162,Acosta Restaurant,40.8003312,-73.9660124,food_drink,1699.7,3383.0,primary,3.0,40.7,188.4,204.0,124.8,0.8,0.2,37641.0,424.4605379840378,1920.0,2,high,190.36,15,11169,1.506506141926423
west_side,11413565317,PokeDoke,40.8004754,-73.9661976,food_drink,1699.7,3383.0,secondary,3.0,27.5,183.4,187.9,141.7,0.8,0.2,37641.0,424.4605379840378,1920.0,4,low,183.96,14,11169,1.511560220767862
west_side,9654088076,Spice Lamb,40.8001788,-73.96613,food_drink,1699.7,2050.0,primary,3.0,58.0,172.1,220.8,108.3,0.839935064935065,0.160064935064935,37641.0,427.609756097561,1920.0,2,high,174.74,18,11169,1.5035694657879175
west_side,3248774703,67 Wine & Spirits,40.7746729,-73.9805689,retail,1708.6,2511.0,residential,,78.8,267.4,51.4,176.3,0.68,0.32,141363.0,1036.379928315412,1887.0,3,medium,163.52,20,4644,1.5451531398349103
west_side,5939542595,Joanne Trattoria,40.7745302,-73.9802971,food_drink,1708.6,2109.0,residential,,94.4,293.9,52.4,180.5,0.8043818466353677,0.1956181533646322,141363.0,414.3669985775249,1887.0,3,medium,172.22,19,4644,1.5400570471512047
