location,osm_id,lat,lon,distance_m,label,highway_type,lanes,lot_area_sqft,dist_bus_stop_m,dist_hospital_m,dist_school_m,dist_park_m,com_ratio,res_ratio,median_income
lower__east_side,11612557011,40.7137076,-73.9878569,257.5,leisure_entertainment,residential,,2188.0,94.9,58.1,156.8,125.0,0.2019744483159117,0.7980255516840883,
lower__east_side,5903046274,40.717863,-73.9851883,258.1,food_drink,residential,1.0,2500.0,131.9,81.4,95.7,119.8,0.0738916256157635,0.9261083743842364,
lower__east_side,9128276521,40.717912,-73.9853522,258.6,food_drink,residential,1.0,1500.0,117.4,80.8,107.6,128.7,0.1621621621621621,0.8378378378378378,
lower__east_side,9224803926,40.7179347,-73.9854269,259.2,food_drink,residential,1.0,1500.0,110.7,81.4,113.2,133.1,0.1621621621621621,0.8378378378378378,
lower__east_side,9374707269,40.7176315,-73.9880451,260.3,food_drink,residential,,43206.0,46.3,127.1,117.9,68.0,0.5290719617218911,0.4709280382781089,
lower__east_side,2826754276,40.7179686,-73.9855204,260.7,retail,residential,1.0,1500.0,102.4,83.7,120.3,139.4,0.1666666666666666,0.8333333333333334,
lower__east_side,11638670322,40.7136688,-73.9878507,260.9,food_drink,residential,,2188.0,90.8,53.7,155.3,127.9,0.2019744483159117,0.7980255516840883,
lower__east_side,9374707268,40.7176587,-73.9880249,261.9,food_drink,residential,,43206.0,46.8,123.8,120.4,71.5,0.5290719617218911,0.4709280382781089,
lower__east_side,9374707271,40.7176452,-73.9880905,263.7,food_drink,residential,,43206.0,42.2,129.0,114.7,67.3,0.5290719617218911,0.4709280382781089,
lower__east_side,6389740021,40.7136613,-73.9879416,265.6,leisure_entertainment,residential,,2188.0,94.0,53.6,162.5,122.2,0.1732925586136595,0.8267074413863404,
lower__east_side,9374707270,40.7176799,-73.9880718,266.0,food_drink,residential,,43206.0,42.4,125.3,117.4,71.5,0.5290719617218911,0.4709280382781089,
lower__east_side,9340077739,40.718018,-73.9855067,266.3,retail,residential,1.0,1500.0,102.6,89.3,118.5,144.1,0.1666666666666666,0.8333333333333334,
lower__east_side,9374707272,40.7176603,-73.9881324,267.1,food_drink,residential,,43206.0,38.2,130.6,111.8,67.2,0.5290719617218911,0.4709280382781089,
lower__east_side,2826715673,40.7180651,-73.9857164,267.5,personal_care,residential,1.0,2725.0,84.4,93.8,135.7,156.0,1.0,0.0,
lower__east_side,2826715687,40.7181073,-73.9859722,269.1,food_drink,motorway,3.0,2725.0,62.5,87.0,157.1,152.4,1.0,0.0,
lower__east_side,9374707274,40.7176948,-73.9881141,269.4,food_drink,residential,,43206.0,38.5,127.0,114.5,71.3,0.5290719617218911,0.4709280382781089,
lower__east_side,9340191554,40.7181201,-73.986015,270.2,food_drink,motorway,3.0,2725.0,58.8,83.1,160.6,152.2,1.0,0.0,
lower__east_side,9374707266,40.7176287,-73.9882756,271.5,retail,residential,,43206.0,29.3,142.3,99.3,59.5,0.5290719617218911,0.4709280382781089,
lower__east_side,9340215860,40.7181358,-73.9860644,271.6,food_drink,motorway,3.0,2725.0,54.5,78.6,164.8,152.2,1.0,0.0,
lower__east_side,6293395633,40.7181008,-73.9856982,271.7,retail,residential,1.0,2725.0,85.5,97.6,134.0,158.9,0.1187648456057007,0.8812351543942993,
lower__east_side,9374707273,40.7177582,-73.9881516,277.0,food_drink,residential,,43206.0,34.1,125.3,114.2,76.5,0.5290719617218911,0.4709280382781089,
lower__east_side,6293395631,40.7181631,-73.9856666,279.0,food_drink,residential,1.0,2725.0,88.0,104.5,131.3,164.1,0.1187648456057007,0.8812351543942993,
lower__east_side,9715980450,40.7162726,-73.9895495,281.2,food_drink,residential,,2173.0,72.8,313.8,105.9,57.9,0.1596244131455399,0.8403755868544601,
lower__east_side,9094680924,40.7182305,-73.9863577,281.4,retail,residential,1.0,6825.0,30.8,51.8,189.9,155.3,0.1258905878921711,0.0,
lower__east_side,9340066922,40.7181499,-73.9854353,282.0,retail,residential,1.0,1000.0,107.5,104.7,111.8,156.0,0.4,0.6,
lower__east_side,9715980449,40.7162197,-73.9895853,282.9,food_drink,residential,,2188.0,77.5,320.3,112.1,55.4,0.1804635761589404,0.8195364238410596,
lower__east_side,9717341632,40.7161993,-73.9895927,283.0,food_drink,residential,,2188.0,78.8,322.6,114.4,54.2,0.1804635761589404,0.8195364238410596,
lower__east_side,9374707298,40.7177748,-73.988277,284.6,leisure_entertainment,residential,,43206.0,23.4,133.2,105.5,75.2,0.5290719617218911,0.4709280382781089,
lower__east_side,1827808976,40.7150478,-73.9830229,285.6,health,primary,1.0,3948.0,15.6,328.3,248.1,22.3,,,
lower__east_side,207556738,40.7182701,-73.9862094,285.9,hospitality,residential,1.0,6825.0,44.1,62.4,177.7,162.5,0.1258905878921711,0.0,
lower__east_side,13314150825,40.7166953,-73.9894448,287.2,food_drink,secondary,,1121.0,30.4,266.2,58.6,93.8,0.3358070500927644,0.6641929499072357,
lower__east_side,690624940,40.7179202,-73.9880505,287.6,retail,primary,1.0,43206.0,40.6,108.5,129.9,96.4,0.5290719617218911,0.4709280382781089,
lower__east_side,11658333434,40.7183003,-73.986582,290.1,food_drink,residential,1.0,12520.0,19.3,31.3,199.4,160.3,,,
lower__east_side,9374707277,40.7177841,-73.9883724,290.2,food_drink,residential,5.0,43206.0,15.4,135.7,98.9,74.8,0.5290719617218911,0.4709280382781089,
lower__east_side,9374707288,40.7178879,-73.9882204,292.2,food_drink,residential,5.0,43206.0,30.3,122.8,115.8,88.5,0.5290719617218911,0.4709280382781089,
lower__east_side,2826715681,40.7183163,-73.9866414,292.3,retail,primary,4.0,12520.0,18.6,26.0,198.9,161.8,,,
lower__east_side,6053282586,40.7158165,-73.9897834,293.9,food_drink,residential,,1155.0,114.4,335.3,158.8,55.2,0.2028284331968738,0.7971715668031262,
lower__east_side,9374707283,40.7178493,-73.9883422,294.5,food_drink,residential,5.0,43206.0,19.2,128.9,104.8,82.3,0.5290719617218911,0.4709280382781089,
lower__east_side,9374707289,40.7179259,-73.988195,294.6,food_drink,residential,5.0,43206.0,32.0,119.0,119.8,93.2,0.5290719617218911,0.4709280382781089,
lower__east_side,12585855701,40.7138335,-73.9888189,296.9,office_professional,residential,,1049.0,113.0,109.6,152.9,59.9,0.25,0.75,
lower__east_side,9374707279,40.7179128,-73.988306,298.5,food_drink,residential,5.0,43206.0,25.2,122.4,111.3,89.8,0.5290719617218911,0.4709280382781089,
lower__east_side,9374707285,40.7179713,-73.988199,299.0,food_drink,residential,5.0,43206.0,27.8,117.2,122.4,98.0,0.5290719617218911,0.4709280382781089,
lower__east_side,11658333428,40.7183629,-73.9867995,299.1,retail,primary,4.0,2508.0,24.1,11.7,197.9,166.9,1.0,0.0,
lower__east_side,9374707280,40.7179964,-73.9881825,300.6,food_drink,residential,5.0,43206.0,26.7,114.8,125.1,101.0,0.5290719617218911,0.4709280382781089,
lower__east_side,9374707286,40.7179777,-73.9882322,301.1,retail,residential,5.0,43206.0,25.5,116.7,120.5,98.0,0.5290719617218911,0.4709280382781089,
lower__east_side,9374707284,40.7179555,-73.9882848,301.5,food_drink,residential,5.0,43206.0,25.4,118.1,115.5,94.7,0.5290719617218911,0.4709280382781089,
lower__east_side,11658333435,40.7183802,-73.9868648,301.8,food_drink,primary,4.0,2508.0,28.0,5.9,197.9,169.1,1.0,0.0,
lower__east_side,9371206961,40.7181774,-73.9877719,302.1,retail,primary,3.0,43206.0,53.8,75.2,165.0,132.2,0.5290719617218911,0.4709280382781089,
lower__east_side,9374707282,40.7180014,-73.9882157,302.6,food_drink,residential,5.0,43206.0,24.3,114.5,123.2,100.9,0.5290719617218911,0.4709280382781089,
lower__east_side,8333740846,40.7149914,-73.9828256,303.2,food_drink,primary,1.0,92400.0,11.3,344.3,230.9,32.8,0.0265032887048846,0.9734967112951154,
lower__east_side,9374707281,40.7179878,-73.9882622,303.4,food_drink,residential,5.0,43206.0,23.1,115.0,119.1,98.6,0.5290719617218911,0.4709280382781089,
lower__east_side,5857563940,40.7184005,-73.9869294,304.9,health,primary,4.0,1563.0,32.8,0.0,197.8,171.8,1.0,0.0,
lower__east_side,12552598964,40.7183609,-73.9853126,307.4,food_drink,residential,1.0,7608.0,120.0,129.8,104.6,176.2,0.3117045041300846,0.6882954958699153,
lower__east_side,9716055321,40.7155198,-73.9899407,307.5,food_drink,residential,,1560.0,95.1,314.2,193.2,54.4,1.0,0.0,
lower__east_side,278254355,40.7131856,-73.987839,308.2,health,residential,,73313.0,49.8,0.0,151.4,84.3,1.0,0.0,
lower__east_side,8333740847,40.7149749,-73.9827649,308.7,food_drink,primary,1.0,92400.0,14.8,349.1,225.6,33.6,0.0265032887048846,0.9734967112951154,
lower__east_side,9374707293,40.7180897,-73.9881711,309.0,food_drink,residential,5.0,43206.0,21.7,106.2,132.1,111.3,0.5290719617218911,0.4709280382781089,
lower__east_side,9340040548,40.7183759,-73.9853057,309.1,food_drink,residential,1.0,2500.0,120.9,131.5,104.5,177.7,0.1344251392468201,0.8655748607531798,
lower__east_side,7674034886,40.7140084,-73.9892129,309.3,food_drink,secondary,2.0,2608.0,92.7,147.6,120.8,37.3,0.1982067012741859,0.8017932987258141,
lower__east_side,11835596910,40.7140169,-73.9892332,310.1,food_drink,secondary,2.0,2608.0,90.8,149.5,119.2,36.9,0.1982067012741859,0.8017932987258141,
lower__east_side,9374707290,40.7180763,-73.988245,310.9,food_drink,residential,5.0,43206.0,16.9,105.8,126.4,108.6,0.5290719617218911,0.4709280382781089,
lower__east_side,6468283466,40.7136197,-73.9887706,311.2,food_drink,residential,,5180.0,89.6,92.2,159.3,83.6,0.1250260408916401,0.8749739591083598,
lower__east_side,6912090035,40.7182171,-73.9879129,311.2,leisure_entertainment,primary,3.0,43206.0,42.3,85.4,158.0,131.4,0.5290719617218911,0.4709280382781089,
lower__east_side,9716055322,40.7154324,-73.9899906,312.5,food_drink,residential,,1560.0,84.8,308.7,182.7,57.3,0.2105263157894736,0.7894736842105263,
lower__east_side,4771881068,40.7185107,-73.9862303,312.6,food_drink,residential,1.0,2530.0,56.4,60.2,171.4,188.0,0.0,1.0,
lower__east_side,2567561013,40.7155339,-73.9900153,313.7,retail,residential,,1560.0,95.8,319.1,192.9,60.9,1.0,0.0,
lower__east_side,1827808977,40.7149321,-73.9826973,315.4,food_drink,primary,1.0,92400.0,19.5,356.5,218.2,31.7,0.0265032887048846,0.9734967112951154,
lower__east_side,2826715679,40.7184767,-73.9871859,317.7,retail,residential,,1153.0,53.6,23.2,199.6,183.5,1.0,0.0,
lower__east_side,9374707295,40.7181833,-73.9881853,318.6,food_drink,residential,5.0,43206.0,19.0,95.9,138.0,121.2,0.5290719617218911,0.4709280382781089,
lower__east_side,2495735668,40.7153863,-73.990065,319.2,food_drink,residential,,1571.0,79.2,308.4,176.0,63.5,0.2330827067669172,0.7669172932330827,
lower__east_side,9374707296,40.718235,-73.9880781,319.2,food_drink,primary,3.0,43206.0,29.0,94.2,148.6,128.9,0.5290719617218911,0.4709280382781089,
lower__east_side,5604018198,40.714915,-73.9826397,320.6,retail,primary,1.0,1975.0,24.4,361.3,213.2,33.0,1.0,0.0,
lower__east_side,9340092458,40.7185509,-73.9854664,324.7,food_drink,residential,1.0,2500.0,113.6,124.4,123.6,182.4,0.1638418079096045,0.8361581920903954,
lower__east_side,7191405785,40.7182693,-73.9881502,325.5,food_drink,primary,3.0,43206.0,24.8,88.1,146.8,131.2,0.5290719617218911,0.4709280382781089,
lower__east_side,9339994592,40.7185267,-73.9852558,326.4,retail,residential,1.0,2500.0,129.3,141.7,106.2,177.3,0.1847489888175113,0.8152510111824887,
lower__east_side,3992545157,40.7155896,-73.9901789,327.1,food_drink,residential,,1267.0,101.8,332.2,191.7,75.8,0.3333333333333333,0.6666666666666666,
lower__east_side,11405673186,40.7151604,-73.9901247,327.9,retail,residential,,4404.0,53.9,292.1,150.5,73.9,0.0839240147434079,0.916075985256592,
lower__east_side,7633814599,40.71338,-73.9887234,329.0,food_drink,residential,,2608.0,63.9,77.6,169.7,95.8,0.1743898125221082,0.8256101874778917,
lower__east_side,2826433688,40.7151271,-73.9901425,330.1,food_drink,residential,,4404.0,50.3,290.3,146.5,76.7,0.0839240147434079,0.916075985256592,
lower__east_side,11742236574,40.7185677,-73.9852177,331.7,personal_care,residential,1.0,2500.0,133.8,145.5,105.4,171.9,0.1793103448275862,0.8206896551724138,
lower__east_side,3846590027,40.7185647,-73.9874345,332.6,retail,residential,,7625.0,59.1,46.3,202.5,183.6,1.0,0.0,
lower__east_side,9717340504,40.7156154,-73.9902595,333.8,food_drink,residential,,1267.0,105.2,338.6,191.3,83.1,0.3333333333333333,0.6666666666666666,
lower__east_side,7084133817,40.7186379,-73.985181,340.0,retail,residential,1.0,2500.0,139.5,149.7,106.5,163.5,0.1793103448275862,0.8206896551724138,
lower__east_side,12898063024,40.7186006,-73.9875967,340.5,food_drink,primary,4.0,7625.0,48.5,60.5,206.0,181.1,1.0,0.0,
lower__east_side,13284267480,40.7178905,-73.9891266,340.7,leisure_entertainment,residential,,21996.0,49.6,131.5,64.8,101.8,0.527970802919708,0.4720291970802919,
lower__east_side,4146329789,40.7187356,-73.9869338,341.7,food_drink,residential,,3772.0,67.0,37.3,164.2,209.0,0.0997473068227157,0.9002526931772842,
lower__east_side,5193274490,40.7139367,-73.9896705,345.2,food_drink,secondary,2.0,2608.0,57.9,175.5,81.5,39.1,0.1622498647917793,0.8377501352082206,
lower__east_side,11196536029,40.7186325,-73.9876877,346.4,retail,primary,4.0,2500.0,42.3,68.9,202.9,181.3,1.0,0.0,
lower__east_side,10315377441,40.718774,-73.9870405,347.5,food_drink,residential,,3772.0,72.4,42.6,164.8,214.1,0.0997473068227157,0.9002526931772842,
lower__east_side,11840448907,40.7166824,-73.9902196,347.9,retail,residential,,1750.0,89.8,292.4,88.4,118.5,0.0,1.0,
lower__east_side,5402542002,40.7187062,-73.9851508,348.0,retail,residential,1.0,2500.0,144.9,153.7,108.7,155.5,0.1793103448275862,0.8206896551724138,
lower__east_side,2567557157,40.7171045,-73.9900087,349.4,food_drink,secondary,,1472.0,73.2,242.7,46.5,123.1,0.5235259082787374,0.4764740917212626,
lower__east_side,11196500273,40.7186504,-73.9877542,350.2,retail,primary,4.0,2471.0,38.9,74.9,200.4,181.2,1.0,0.0,
lower__east_side,5916567991,40.7183616,-73.9885477,351.4,finance,primary,3.0,6688.0,13.9,70.5,133.7,138.6,1.0,0.0,
lower__east_side,1827808975,40.7147733,-73.9823121,351.5,food_drink,primary,2.0,2046.0,34.2,392.0,181.6,47.4,0.3939466730723036,0.6060533269276964,
lower__east_side,7797556417,40.7156551,-73.9904729,351.7,personal_care,residential,,10820.0,113.0,353.1,194.4,101.6,0.111429001656377,0.888570998343623,
lower__east_side,6231529913,40.7139326,-73.9897603,351.7,food_drink,secondary,2.0,2612.0,51.4,182.0,74.0,36.2,0.2,0.8,
lower__east_side,12729319276,40.7173448,-73.9898667,351.9,personal_care,residential,,2224.0,76.5,213.6,31.5,117.2,0.10315659170621,0.89684340829379,
lower__east_side,11511674836,40.7186623,-73.9877904,352.5,retail,primary,4.0,2471.0,37.1,75.4,199.3,181.5,1.0,0.0,
lower__east_side,7633814594,40.7130772,-73.9886685,353.4,food_drink,residential,,2614.0,33.9,70.9,187.2,62.5,0.1622460496613995,0.8377539503386005,
lower__east_side,11742236573,40.7187608,-73.9851225,354.5,retail,residential,1.0,1675.0,149.7,157.5,110.5,148.9,0.4731782945736434,0.5268217054263565,
lower__east_side,12729319277,40.717542,-73.9897657,356.7,personal_care,residential,,6569.0,87.5,190.5,37.0,116.4,0.1543295604471911,0.8456704395528089,
lower__east_side,1827793448,40.7145456,-73.9823483,356.9,food_drink,primary,2.0,2046.0,26.8,407.9,170.2,48.5,0.3939466730723036,0.6060533269276964,
lower__east_side,7312396779,40.7189047,-73.9860111,357.2,leisure_entertainment,residential,1.0,2500.0,101.9,95.6,126.8,179.1,0.0685714285714285,0.9314285714285714,
lower__east_side,10315377442,40.7188751,-73.9869882,357.8,food_drink,residential,,3772.0,73.7,53.0,152.9,210.3,0.0388878086719813,0.9611121913280186,
lower__east_side,13284267482,40.7179703,-73.9893145,358.2,health,residential,,2334.0,67.2,130.1,70.0,118.1,0.1644747393744988,0.8355252606255013,
lower__east_side,9339983864,40.7187984,-73.9851045,359.0,retail,residential,1.0,1675.0,153.0,160.0,112.1,144.5,0.4731782945736434,0.5268217054263565,
lower__east_side,11658333429,40.7188406,-73.985309,359.1,food_drink,residential,1.0,2500.0,140.5,145.1,128.3,147.8,0.143819544319128,0.856180455680872,
lower__east_side,1827808974,40.7147479,-73.9822115,360.5,retail,primary,2.0,2046.0,26.1,400.1,173.2,51.4,0.3939466730723036,0.6060533269276964,
lower__east_side,1827793446,40.7145322,-73.982305,360.9,personal_care,primary,2.0,2046.0,23.0,411.5,166.3,52.5,0.3939466730723036,0.6060533269276964,
lower__east_side,2567557168,40.7176956,-73.989687,361.6,leisure_entertainment,residential,,2187.0,95.6,172.5,46.3,119.1,0.3282250686184812,0.6717749313815188,
lower__east_side,6231529911,40.7139189,-73.989957,366.4,food_drink,secondary,2.0,2608.0,38.7,196.3,57.3,35.6,1.0,0.0,
lower__east_side,6281938397,40.7139131,-73.9899544,366.5,leisure_entertainment,secondary,2.0,2608.0,39.3,195.8,57.5,36.2,1.0,0.0,
lower__east_side,8333740845,40.7147579,-73.9821321,366.6,food_drink,primary,2.0,1208.0,23.2,404.2,168.7,52.3,0.5,0.5,
lower__east_side,2567557145,40.7178467,-73.9896095,367.1,retail,residential,,2187.0,89.2,154.9,58.8,124.3,0.3282250686184812,0.6717749313815188,
lower__east_side,9371206934,40.7182002,-73.9891854,369.4,leisure_entertainment,residential,,21996.0,57.5,102.5,96.8,134.4,0.527970802919708,0.4720291970802919,
lower__east_side,7633747483,40.712895,-73.9886473,369.4,health,residential,,2614.0,21.6,75.4,199.0,43.4,0.1622460496613995,0.8377539503386005,
lower__east_side,2567561386,40.7157235,-73.9907007,370.9,retail,residential,,3458.0,106.9,371.2,197.2,122.2,0.2191034523598033,0.7808965476401966,
lower__east_side,2567561026,40.7156846,-73.9907209,372.6,retail,residential,,3458.0,105.1,369.1,201.8,122.7,0.2191034523598033,0.7808965476401966,
lower__east_side,7797556427,40.7157588,-73.9907242,372.9,retail,residential,,3458.0,105.2,375.5,195.0,125.2,0.2191034523598033,0.7808965476401966,
lower__east_side,2826715690,40.71896,-73.9852449,373.2,retail,residential,1.0,2500.0,152.4,155.0,126.8,133.5,0.143819544319128,0.856180455680872,
lower__east_side,13241483901,40.719061,-73.9862353,373.8,leisure_entertainment,residential,1.0,27617.0,108.2,93.9,110.7,182.9,1.0,0.0,
lower__east_side,13241471002,40.719061,-73.9862353,373.8,leisure_entertainment,residential,1.0,27617.0,108.2,93.9,110.7,182.9,1.0,0.0,
lower__east_side,1827793441,40.7144836,-73.9821592,374.3,food_drink,primary,2.0,933.0,11.3,423.9,153.0,65.9,0.3976034858387799,0.6023965141612201,
lower__east_side,6231529910,40.7139326,-73.9900802,374.3,food_drink,residential,,2608.0,30.6,206.4,47.2,36.8,1.0,0.0,
lower__east_side,7633747479,40.7128778,-73.988744,375.4,personal_care,residential,,2612.0,13.4,83.6,193.3,46.5,0.1300097751710655,0.8699902248289345,
lower__east_side,11060652413,40.716989,-73.9904216,375.8,retail,secondary,,1403.0,67.9,272.3,83.5,102.9,0.51931330472103,0.4806866952789699,
lower__east_side,4894493421,40.7144862,-73.9821342,376.1,food_drink,primary,2.0,933.0,9.3,425.1,151.3,67.8,0.3976034858387799,0.6023965141612201,
lower__east_side,5899663096,40.7146417,-73.9905464,376.7,retail,secondary,2.0,6763.0,35.1,279.8,86.9,45.1,0.3316664529640552,0.6683335470359448,
lower__east_side,2567561365,40.7157755,-73.9907804,377.7,food_drink,residential,,3458.0,100.7,380.0,196.1,121.1,0.2191034523598033,0.7808965476401966,
lower__east_side,2826754297,40.7189562,-73.9850248,377.7,food_drink,residential,1.0,1675.0,167.6,172.0,108.9,125.7,0.4731782945736434,0.5268217054263565,
lower__east_side,5243561776,40.7143078,-73.9903911,378.0,food_drink,secondary,2.0,675.0,18.9,248.7,53.5,41.2,0.5,0.5,
