osm_id,osm_type,lat,lon,distance_m,primary_tag,primary_value,name,brand,shop,amenity,office,craft,tourism,leisure,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,takeaway,delivery,level,addr_street,addr_housenumber,addr_postcode,label
11293344179,node,40.7761537,-73.9527237,75.2,amenity,fast_food,Dunkin',Dunkin',,fast_food,,,,,donut;coffee_shop,Mo-Th 05:30-20:00; Fr 05:30-19:00; Sa 06:30-18:00; Su 06:30-17:00,+1 646-381-2422,https://locations.dunkindonuts.com/en/ny/new-york/1602-2nd-ave/359582,,,yes,,0,2nd Avenue,1602,10028,food_drink
3144069324,node,40.7751907,-73.9539525,75.6,amenity,ice_cream,Pinkberry,Pinkberry,,ice_cream,,,,,frozen_yogurt,"Su-Th 12:00-23:00, Fr,Sa 12:00-24:00",,https://www.pinkberry.com,,,yes,,,2nd Avenue,1577,,food_drink
2724057647,node,40.7750622,-73.9533696,76.5,shop,dry_cleaning,Mayfair Dry Cleaners,,dry_cleaning,,,,,,,Mo 08:00-18:30; Tu-Fr 07:30-18:30; Sa 09:00-17:30; Su off,+1-212-517-9266,,,,,yes,,East 82nd Street,300,10028,personal_care
6356480886,node,40.7750498,-73.9535584,78.3,amenity,restaurant,Meijin Ramen,,,restaurant,,,,,ramen,"Mo-Th 12:00-15:00, 17:00-22:00; Fr 12:00-15:00, 17:00-22:30; Sa 12:00-22:30; Su 12:00-22:00",+1-212-327-2800,https://www.meijinramen.com/,,sidewalk,yes,yes,,2nd Avenue,1574,,food_drink
9275855423,node,40.7763873,-73.953049,78.3,amenity,fast_food,Subway,Subway,,fast_food,,,,,sandwich,Mo-Sa 08:00-22:30; Su 09:00-22:30,+1 212-988-8108,https://restaurants.subway.com/united-states/ny/new-york/1613-second-ave,yes,,yes,yes,0,2nd Avenue,1613,10028,food_drink
9275807581,node,40.7764218,-73.9530214,82.7,amenity,restaurant,Hummus Kitchen,Hummus Kitchen,,restaurant,,,,,middle_eastern,11:00-22:30,+1 212-988-0090,https://hummuskitchen.com/upper-east-side,yes,,yes,yes,0,2nd Avenue,1613,10028,food_drink
10942964989,node,40.7762395,-73.9526633,85.1,shop,copyshop,FedEx Office,FedEx Office,copyshop,,,,,,,Mo-Fr 09:00-19:00; Sa 10:00-18:00; Su 12:00-18:00,+1 646-963-6105,https://local.fedex.com/en-us/ny/new-york/office-2933,,,,,0,2nd Avenue,1602,10028,personal_care
9770640993,node,40.7764468,-73.9529999,86.0,shop,massage,Best Chinese Bodywork,,massage,,,,,,,,,,,,,,,2nd Avenue,1615,,personal_care
9770640994,node,40.7764661,-73.9529905,88.3,shop,frame,Art Gallery,,frame,,,,,,,,,,,,,,,,,,retail
5403595965,node,40.7756921,-73.9523756,89.7,amenity,restaurant,Donguri,,,restaurant,,,,,japanese,Tu-Su 17:30-21:30,+1-212-737-5656,https://www.donguriny.com/,,,,,,East 83rd Street,309,,food_drink
9571770546,node,40.7762718,-73.9542503,89.8,shop,hairdresser,Tokuyama Salon,,hairdresser,,,,,,,10:00-20:00,,,,,,,,East 83rd Street,230,10028,personal_care
9770640995,node,40.7764833,-73.9529745,90.6,shop,hairdresser,L'Mosh AlizBarber Shop,,hairdresser,,,,,,,"Mo-Fr, Su 11:00-19:00",+1 646-678-5493,,,,,,,2nd Avenue,1615,,personal_care
9029195976,node,40.77494,-73.953637,91.4,amenity,fast_food,Ellie's,,,fast_food,,,,,chinese,Mo-Sa 11:00-23:00,+1-917-472-7718,,,,yes,yes,,,,,food_drink
2724066791,node,40.7763137,-73.9526353,92.3,amenity,fast_food,Taco Bell,Taco Bell,,fast_food,,,,,tex-mex,"Su-Th 10:00-01:00; Fr, Sa 10:00-04:00",+1 929-219-3609,https://locations.tacobell.com/ny/new-york/1614-2nd-avenue.html,,,yes,yes,0,2nd Avenue,1614,10028,food_drink
11885592632,node,40.7764091,-73.9541098,92.8,shop,massage,Sang Yuan Body Works,,massage,,,,,,,11:00-22:00,+1 212-734-5521,,,,,,-1,East 83rd Street,225,,personal_care
9571769981,node,40.7762901,-73.9542806,93.1,amenity,cafe,Cafè Blériot,,,cafe,,,,,coffee_shop,Mo-Sa 07:00-18:00; Su 08:00-18:00,,,,,,,,East 83rd Street,226,10028,food_drink
9029195979,node,40.7749112,-73.9536584,94.9,shop,beauty,Elegant Nail & Spa,,beauty,,,,,,,Mo-Fr 10:00-21:00; Sa-Su 10:00-20:00,+1-212-988-2589,,,,,,,,,,personal_care
9690356178,node,40.7750254,-73.9540388,94.9,amenity,ice_cream,16 Handles,16 Handles,,ice_cream,,,,,,"Su-Th 12:00-23:00; Fr,Sa 12:00-24:00",+1 646-863-2522,https://locations.16handles.com/16-handles-60232c8dd24c,,,yes,yes,0,2nd Avenue,1569,10028,food_drink
6244721584,node,40.7762991,-73.9543051,95.3,shop,laundry,Angel X's Cleaners,,laundry,,,,,,,,,,,,,,,,,,personal_care
9275805190,node,40.7765368,-73.9529397,97.2,amenity,restaurant,Williamsburg Pizza,Williamsburg Pizza,,restaurant,,,,,pizza,"Mo-Th 10:30-22:00; Fr, Sa 11:30-02:00; Su 11:30-23:00",+1 212-457-3114,https://www.williamsburgpizza.com,yes,,yes,yes,0;1,2nd Avenue,617,10028,food_drink
6346043620,node,40.7763756,-73.9525898,99.9,amenity,restaurant,Dorrian's,,,restaurant,,,,,american,Mo-Su 11:00-03:45,+1-212-772-6660,https://www.dorrians-nyc.com,yes,street,yes,no,,2nd Avenue,1616,10028,food_drink
5794935823,node,40.7748581,-73.9536956,101.3,amenity,theatre,Comic Strip Live,,,theatre,,,,,,,+1 212-861-9386,http://www.comicstriplive.com,,,,,,2nd Avenue,1568,10028,leisure_entertainment
5400492388,node,40.7749658,-73.9540704,102.0,amenity,restaurant,Amura,,,restaurant,,,,,japanese,,+1-212-772-1688,https://www.amurajapanese.com,,,yes,yes,,2nd Avenue,1567,10028,food_drink
5401946305,node,40.7763314,-73.9543806,102.5,shop,copyshop,Copyland Center,,copyshop,,,,,,,Mo-Fr 08:00-22:00,+1 212-452-2906,http://www.copylandcenter.com,,,,,0,East 83rd Street,226,10028,personal_care
9029195972,node,40.7748162,-73.9537295,106.5,shop,beauty,Bespoke Brows,,beauty,,,,,,,Mo-Fr 11:00-19:00; Sa-Su 11:00-18:00,,,,,,,,,,,personal_care
8627283437,node,40.7749225,-73.9541155,108.1,amenity,restaurant,Agora,,,restaurant,,,,,turkish,Tu-Su 12:00-22:00,+1 212-717-1220,https://www.agoraturkish.com,,yes,yes,yes,0,2nd Avenue,1565,10028,food_drink
9029195974,node,40.7747863,-73.9537487,110.1,shop,hairdresser,Mure Salon,,hairdresser,,,,,,,,,,,,,,,,,,personal_care
9690326825,node,40.7748384,-73.9542112,120.3,amenity,ice_cream,Anita La Mamma del Gelato,,,ice_cream,,,,,,08:00-23:00,+1 646-861-1957,https://www.anita-gelato.com,,,yes,yes,0,2nd Avenue,1561,10028,food_drink
10751283105,node,40.7748669,-73.9542775,120.8,amenity,cafe,Hutch and Waldo,,,cafe,,,,,,,,https://www.hutchandwaldo.cafe/,,,,,,East 81st Street,247,10028,food_drink
6206645059,node,40.7767393,-73.9527941,122.8,amenity,restaurant,Green Kitchen,,,restaurant,,,,,,Mo-Su 09:00-11:00,+1 917-890-2027,https://www.greenkitchennyc.com/84th-street/,,,yes,yes,,2nd Avenue,1619,10075,food_drink
2724068685,node,40.7765808,-73.952428,125.7,shop,convenience,84th & 2nd Corner Deli,,convenience,,,,,,sandwich;breakfast,24/7,+1 212-535-7800,,,,,,,2nd Avenue,1624,10028,retail
9683526577,node,40.776803,-73.9527507,130.8,amenity,restaurant,Elio's,,,restaurant,,,,,,,,,,,,,,2nd Avenue,1621,,food_drink
9497022154,node,40.7761353,-73.951958,131.9,amenity,restaurant,Sushi Jin,,,restaurant,,,,,sushi,,+1 646-609-6770,https://sushijinny.com/,,,yes,yes,,East 84th Street,316,10028,food_drink
9683548273,node,40.7766475,-73.9523881,133.5,amenity,restaurant,Fumo,,,restaurant,,,,,italian,"Mo-We, Su 11:00-22:00; Th-Sa 11:00-22:30",+1-646-429-9887,https://www.fumorestaurant.com/upper-east-side/,,,yes,yes,0,2nd Avenue,1626,10028,food_drink
9497027674,node,40.7761139,-73.951918,134.3,shop,musical_instrument,Brothers Guitar Shop,,musical_instrument,,,,,,,Mo-Fr 12:00-20:00; Sa 10:00-20:00; Su 12:00-18:00,,,,,,,,East 84th Street,316,10028,retail
9497036165,node,40.7761004,-73.9518782,137.1,amenity,cafe,Madame Bontè Café,,,cafe,,,,,,07:00-18:00,+1 917-409-5555,https://www.madamebonte.com,,,,,,East 84th Street,318,10028,food_drink
10096271927,node,40.776869,-73.9526966,139.4,amenity,restaurant,Vanessa's Dumpling House,,,restaurant,,,,,chinese,Mo-Su 12:00-22:00,+1 917-261-2780,https://vanessas.com/,,,,,,2nd Avenue,1623,10028,food_drink
9029130049,node,40.7770063,-73.9534632,139.9,amenity,bar,Brandy's Piano Bar,,,bar,,,,,,16:00-04:00,+1 212-744-4949,https://brandyspianobar.com,,street,,,,East 84th Street,235,,food_drink
9683529558,node,40.7767047,-73.9523468,140.6,shop,beauty,Serendipity Nails & Spa,,beauty,,,,,,,"Mo-Fr 10:30-20:00; Sa, Su 10:30-19:30",,,,,,,,2nd Avenue,1628,,personal_care
6356444688,node,40.774651,-73.9543326,143.4,amenity,restaurant,San Matteo Pizzeria e Cucina,,,restaurant,,,,,italian,"Mo-Th 17:00-01:00; Fr,Sa 12:00-01:00; Su 12:00-23:00",+1 212-861-2434,https://www.sanmatteonyc.com,,yes,yes,yes,0,2nd Avenue,1559,10028,food_drink
9770640997,node,40.7769012,-73.952669,143.7,shop,cannabis,Smoke Shop,,cannabis,,,,,,,,,,,,,,,2nd Avenue,1625,10028,retail
9029130047,node,40.7770447,-73.9535563,144.5,office,estate_agent,Manhattan Flats,,,,estate_agent,,,,,,+1-212-570-0000,,,,,,,East 84th Street,235,10028,office_professional
2623014636,node,40.7746444,-73.9543658,145.5,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,Mo-Th 05:30-22:00; Fr 05:30-23:00; Sa 06:00-23:00; Su 05:45-22:00,,,,,yes,,,2nd Avenue,1559,10028,food_drink
2724072583,node,40.7770583,-73.9535936,146.3,shop,hairdresser,David’s Barber Shop,,hairdresser,,,,,,,Mo-Fr 08:30-19:00; Sa 08:30-18:00; Su 10:00-17:00,+1 212-861-9179,http://davidsbarbershop.com,,,,,,East 84th Street,233,10028,personal_care
996903168,way,40.7747138,-73.9545294,147.2,amenity,restaurant,Luke's Lobster,,,restaurant,,,,,seafood,Mo-Su 11:00-20:00,+1 212-249-4241,https://lukeslobster.com/pages/upper-east-side,,yes,yes,yes,,East 81st Street,242,10028,food_drink
2724051411,node,40.7744908,-73.9539936,147.4,amenity,restaurant,Chirping Chicken,,,restaurant,,,,,chicken,,,https://www.chirpingchicken.com,,,,,,2nd Avenue,1560,10075,food_drink
9173311253,node,40.7769348,-73.9526531,147.6,amenity,ice_cream,Van Leeuwen,Van Leeuwen,,ice_cream,,,,,,"Mo-Th, Su 11:00-24:00; Fr-Su 11:00-01:00",+1 917-472-7531,https://vanleeuwenicecream.com/scoop-shops/#newyork,yes,,yes,yes,,2nd Avenue,1625,10028,food_drink
9173517176,node,40.7767867,-73.9523066,149.7,shop,beverages,Craft + Carry,Craft + Carry,beverages,,,,,,,"Mo-We, Su 11:00-01:00; Th-Sa 11:00-02:00",+1 917-409-1460,https://www.craftandcarry.beer/upper-east-side,,yes,,yes,,2nd Avenue,1630,,food_drink
5406372923,node,40.7745924,-73.9543714,150.6,amenity,restaurant,Yuka Japanese,,,restaurant,,,,,japanese,Tu-Su 13:00-21:30,+1 212-772-9675,https://www.yukajapanese.com,yes,,,yes,0,2nd Avenue,1557,10028,food_drink
5879683178,node,40.7769794,-73.9526377,152.6,shop,cosmetics,Discount Depot,,cosmetics,,,,,,,,+1 212-570-6400,,,,,,,2nd Avenue,1627,10028,retail
9029130044,node,40.7771126,-73.9537128,153.5,amenity,pub,Trinity Pub,,,pub,,,,,irish,Mo-Su 12:00-04:00,+1 212-327-4450,https://trinitypubny.com/,,street,,,,East 84th Street,229,,food_drink
11014632574,node,40.7767988,-73.9522236,155.3,shop,laundry,Ivory Cleaners,,laundry,,,,,,,Mo-Fr 08:00-18:00; Sa 09:00-17:00,+1 212-249-3622,,,,,,0,2nd Avenue,1632,,personal_care
13399308029,node,40.774359,-73.9536586,155.6,amenity,restaurant,Lyly’s Vietnamese Cookhouse,,,restaurant,,,,,,Mo-Th 14:00-15:45; Mo-Th 17:00-21:45; Fr-Su 12:00-21:45,+1-347-251-9060,https://www.lylynyc.com/,,,,,,East 81st Street,306,,food_drink
9029130043,node,40.777154,-73.9537761,158.9,amenity,veterinary,Yorkville Animal Hospital,One Love,,veterinary,,,,,,Mo-Fr 09:00-19:00; Sa 10:00-18:00,+1 212-249-8802,http://onelovevet/location_yorkville,,,,,,East 84th Street,227,,health
5879680238,node,40.7770415,-73.9525966,160.3,amenity,bar,Ethyl's Alcohol & Food,,,bar,,,,,,"Mo-Fr 16:00-04:00; Sa, Su 15:00-04:00",+1 212-300-4132,https://ethylsalcohol.com/,,,,,,2nd Avenue,1629,,food_drink
3450800430,node,40.7768621,-73.952181,162.9,shop,hairdresser,Amazing Hair Salon,,hairdresser,,,,,,,Mo-Fr 10:30-20:00; Sa 10:00-19:00; Su 10:30-19:00,+1 212-427-4608,,,,,,,2nd Avenue,1632,10028,personal_care
12231891571,node,40.7743386,-73.9540834,165.9,shop,dry_cleaning,Piermont Cleaners,,dry_cleaning,,,,,,,,,,,,,,,2nd Avenue,1548,,personal_care
12231891575,node,40.7743239,-73.9540428,166.3,shop,tailor,Piermont Tailor Shop,,tailor,,,,,,,,,,,,,,1,2nd Avenue,1548,,personal_care
5879671792,node,40.7770924,-73.9525379,167.6,amenity,restaurant,Budapest Café & Restaurant,,,restaurant,,,,,hungarian,Mo-Su 08:00-21:00,+1 212-327-1105,https://budapest-cafe.business.site,,,yes,yes,,2nd Avenue,1631,10028,food_drink
5640748792,node,40.7744439,-73.9544897,169.9,amenity,cafe,H&H Midtown Bagels East,,,cafe,,,,,bagel,Mo-Su 05:30-21:00,+1-212-734-7441,https://www.hhmidtownbagelseast.com/,,,,,,2nd Avenue,1551,10028,food_drink
9683497137,node,40.7771173,-73.9525218,170.7,amenity,cafe,Caroline's Donuts,,,cafe,,,,,donut,Mo-Th 13:00-18:00; Fr-Su 10:00-18:00,,https://www.carolinesdonuts.com,assisted,yes,yes,,0,2nd Avenue,1631,,food_drink
266910528,way,40.7772527,-73.9529752,171.8,amenity,clinic,Mount Sinai Doctors,,,clinic,,,,,,"Mo 08:00-17:30; Tu,Th 08:00-19:00; We 09:00-18:00; Fr 08:00-14:00",,,,,,,,East 85th Street,234,10028,health
5919283363,node,40.7741968,-73.9532449,173.3,shop,clothes,Gentlemen's Resale,,clothes,,,,,,,Mo-Fr 11:00-19:00; Sa 10:00-18:00; Su 12:00-17:00,+1 212-734-2739,http://gentlemensresaleclothing.com,,,,,,East 81st Street,322,10028,retail
9770640987,node,40.7743811,-73.9545187,177.2,shop,laundry,Laundromat,,laundry,,,,,,,,,,,,,,,,,,personal_care
2724082968,node,40.7771749,-73.9524957,177.4,amenity,restaurant,Gracie's Diner,,,restaurant,,,,,diner,24/7,+1 212-879-9425,https://www.gracieson2nd.com,yes,yes,yes,yes,0,2nd Avenue,1633,10028,food_drink
9770640986,node,40.7743506,-73.9545362,180.8,shop,hairdresser,Ania Rybka Salon,,hairdresser,,,,,,,,,https://www.aniarybkasalon.com,,,,,,2nd Avenue,1547,,personal_care
11001102046,node,40.777284,-73.9527304,180.9,shop,massage,Amenity Spa 85,,massage,,,,,,,,+1 212-861-5777,,,,,,1,East 85th Street,240,,personal_care
9029130042,node,40.777302,-73.9541254,182.2,shop,laundry,Cleaners & Laundry,,laundry,,,,,,,Mo-Fr 08:00-21:00; Sa 09:00-14:00; Su 09:00-19:00,+1 212-737-7802,,no,,,yes,-1,,,,personal_care
9029130048,node,40.777176,-73.9544995,182.2,office,tax_advisor,"Emmerman, Boyle & Associates",,,,tax_advisor,,,,,,+1-212-249-2525,,,,,,,,,,office_professional
9173310317,node,40.7743109,-73.9545851,186.7,shop,alcohol,Wine Emporium ,,alcohol,,,,,,,,,,,,,,,2nd Avenue,,,retail
13055150701,node,40.7746573,-73.9517471,187.0,amenity,restaurant,Goal Omakase Sushi,,,restaurant,,,,,,Mo-Su 12:00-09:45,,https://www.goalomakasesushi.com/,,,,,,East 82nd Street,349,10028,food_drink
2620513858,node,40.7762933,-73.9555644,189.0,amenity,bar,Dylan Murphy's,,,bar,,,,,pub,"Mo-Fr 12:00-04:00; Sa, Su 11:00-04:00",+1 212-988-9434,https://www.dylanmurphysnyc.com/,,,,,,3rd Avenue,1453,,food_drink
2620513914,node,40.7762581,-73.9555897,189.9,shop,convenience,7-Eleven,7-Eleven,convenience,,,,,,,24/7,+1 212-288-2056,https://www.7-eleven.com/locations/ny/new-york/1453-3rd-ave-33579,,,,yes,,3rd Avenue,1453,10028,retail
5876925549,node,40.7773414,-73.9542557,190.1,shop,hardware,Hercules Plumbing Electrical & Hardware Supply,,hardware,,,,,,,Mo-Fr 08:00-18:00; Sa 08:00-15:00,+1 212-249-2701,https://hercules-supply-house.business.site,,,,,,East 84th Street,213,10028,retail
9770640985,node,40.7742562,-73.9546113,193.1,shop,bakery,Chip City,,bakery,,,,,,,Mo-Su 11:00-22:00,,https://www.chipcitycookies.com,,,,,,2nd Avenue,1543,,food_drink
4365213715,node,40.7769369,-73.9551153,193.5,amenity,fast_food,Just Salad,Just Salad,,fast_food,,,,,salad,"Mo-Fr 10:30-21:30; Sa, Su 11:00-21:00",+1 212-244-1111,https://www.justsalad.com/,,,yes,yes,0,3rd Avenue,1471,,food_drink
2620513910,node,40.7759713,-73.9557489,196.2,amenity,atm,Citibank,Citibank,,atm,,,,,,24/7,,,,,,,,,,,finance
2620513839,node,40.7760002,-73.9557524,196.9,amenity,bank,Citibank,Citibank,,bank,,,,,,Mo-Fr 08:30-18:00; Sa 09:00-15:00,,,,,,,,3rd Avenue,1445,10028,finance
11001137270,node,40.7775152,-73.9532915,196.9,craft,tailor,85 Custom Tailor,,,,,tailor,,,,Mo-Fr 09:00-19:00; Sa 09:00-17:00,+1 212-452-4282,,,,,,0,East 85th Street,226,,personal_care
5799942462,node,40.7771291,-73.95496,200.0,shop,alcohol,Vintage Grape,,alcohol,,,,,,,"Mo-Th 10:00-20:00; Fr, Sa 22:00-21:00; Su 12:00-18:00",,,,,,"Mo-We 10:30-19:00; Th 10:30-19:30; Fr, Sa 10:30-20:30; Su 12:30-19:30",,Lexington Avenue,1479,10028,retail
9173283016,node,40.7742116,-73.9546884,200.7,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,,,,,,yes,,,,,10028,food_drink
9029130046,node,40.777416,-73.954414,202.9,shop,beauty,Glosslab,,beauty,,,,,,,,,https://glosslab.com/,,,,,,East 84th Street,207,10028,personal_care
13375040753,node,40.7771558,-73.9518985,203.2,shop,laundry,Sun Laundry & Cleaners,,laundry,,,,,,,,,,,,,,,East 85th Street,301,10028,personal_care
9683499914,node,40.7772229,-73.951999,203.9,amenity,cafe,Café Maud,,,cafe,,,,,american;brunch,"Mo-We 08:00-02:00, Th-Sa 08:00-04:00, Su 08:00-02:00",+1-929-630-3420,https://www.cafemaud.com/ues,,sidewalk,,,,2nd Avenue,1640,10028,food_drink
4945827921,node,40.7771345,-73.9518481,204.2,amenity,bar,Bondurants,,,bar,,,,,american,"Mo-Th 16:00-24:00, Fr 15:00-02:00, Sa 11:00-02:00, Su 11:00-24:00",+1 929-279-1884,https://bondurantsnyc.com/,,,,,,East 85th Street,303,10028,food_drink
5907398185,node,40.7774392,-73.952309,210.7,amenity,restaurant,Tiramisu,,,restaurant,,,,,italian;tuscan,Mo-Su 12:00-22:00,+1-212-988-9780,https://tiramisunyc.com,,yes,,yes,,2nd Avenue,1643,10028,food_drink
2724072571,node,40.7774587,-73.9545264,211.1,amenity,clinic,Tisch Center for Women's Health,,,clinic,,,,,,,+1-646-754-3300,https://nyulangone.org/locations/joan-h-tisch-center-for-womens-health,,,,,,East 84th Street,207,10028,health
13375040754,node,40.7772814,-73.9519558,211.3,amenity,bar,The Domino Room,,,bar,,,,,,,,https://www.thedominoroom.com,,,,,1,2nd Avenue,1640,10028,food_drink
2724082988,node,40.7773335,-73.9519174,217.9,shop,beauty,QQ Nails & Spa,,beauty,,,,,,,"Mo-Fr 09:20-20:00, Sa 09:30-19:00, Su 10:00-19:00",+1-212-988-2178,https://www.qqnailspa.com/?selected=48261950,,,,,,2nd Avenue,1646,10028,personal_care
5907397656,node,40.7775023,-73.9522667,218.6,shop,nutrition_supplements,GNC,GNC,nutrition_supplements,,,,,,,Mo-Sa 09:00-20:00; Su 10:00-18:00,+1 212-734-0333,https://www.gnc.com/store-details?StoreID=2913,,,,,,2nd Avenue,1645,10028,retail
9690757655,node,40.7748986,-73.951071,220.6,amenity,restaurant,Felice,,,restaurant,,,,,italian;tuscan,Su-Tu 12:00-22:00; We-Sa 12:00-23:00,+1 212-249-4080,https://www.felicenyc.com/felice-84,,yes,yes,yes,0,1st Avenue,1593,10028,food_drink
2724057631,node,40.7747898,-73.9511428,220.7,amenity,pub,Horn's Hook Tavern,,,pub,,,,,american,11:00-04:00,+1 212-879-1500,https://www.hornshooktavern.com,yes,,yes,yes,0,1st Avenue,1589,10028,food_drink
9690757648,node,40.7746661,-73.9512385,220.9,shop,alcohol,Wine Story,,alcohol,,,,,,,Mo-Sa 10:00-22:00; Su 12:00-21:00,+1 212-628-4333,https://winestorynyc.com,yes,,,Mo-Sa 12:00-21:30; Su 12:00-20:30,0,1st Avenue,1585,10028,retail
11001150495,node,40.7777214,-73.9537625,221.1,amenity,ice_cream,Spoonable Spirits,,,ice_cream,,,,,,,,,,,,,1,East 85th Street,214,,food_drink
9690757649,node,40.7748417,-73.9510989,221.2,amenity,bar,Bar Felice,,,bar,,,,,italian,"Mo-We 18:00-11:30; Th, Fr 18:00-24:00; Sa 13:00-24:00; Su 13:00-23:30",+1 212-249-4080,https://www.felicenyc.com/felice-bar,,,,,0,1st Avenue,1591,10028,food_drink
8333736498,node,40.7756227,-73.9560593,221.2,shop,convenience,Daona,,convenience,,,,,,,24/7,+1 212-517-2068,,,,,yes,,East 81st Street,201,,retail
3451105394,node,40.7765811,-73.9558417,222.6,shop,hairdresser,Amour de Hair,,hairdresser,,,,,,,,+1-212-570-5025,,yes,,,,,3rd Avenue,1454,10028,personal_care
5907395461,node,40.7773764,-73.9518857,223.3,amenity,clinic,MedRite Urgent Care,,,clinic,,,,,,"Mo-Th 08:00-18:00, Fr 08:00-17:00, Sa 09:00-16:00",+1 646-866-6060,https://medriteurgentcare.com/center/medrite-yorkville-urgent-care/,yes,,,,0,2nd Avenue,1646,10028,health
11154799860,node,40.774548,-73.9512973,224.3,shop,convenience,N. A. Candy Store,,convenience,,,,,,,,,,,,,,0,1st Avenue,1581,10028,retail
