osm_id,osm_type,lat,lon,distance_m,primary_tag,primary_value,name,brand,shop,amenity,office,craft,tourism,leisure,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,takeaway,delivery,level,addr_street,addr_housenumber,addr_postcode,label,amenity_label,highway_type,lanes,lot_area_sqft,dist_bus_stop_m,dist_hospital_m,dist_school_m,dist_park_m,com_ratio,res_ratio,median_income
2717323719,node,40.7602955,-73.9845027,163.1,amenity,cafe,Gong Cha,Gong Cha,,cafe,,,,,bubble_tea,Su-We 11:00-22:30; Th-Sa 11:00-23:00,,,,,yes,,,Broadway,1600,10019,food_drink,food_drink,living_street,1.0,12550.0,51.6,506.9,335.1,42.4,0.1791508694971016,0.8208491305028983,
266170539,way,40.7581269,-73.9834365,164.4,tourism,hotel,Broadway @ Times Square Hotel,,,,,,hotel,,,24/7,+1 212-221-2600,https://www.applecorehotels.com/broadway-times-square-hotel,,,,,,West 46th Street,129,10036,hospitality,hospitality,secondary,1.0,3766.0,123.5,255.0,248.0,160.3,0.0825688073394495,0.0,
12488728936,node,40.7576209,-73.9860917,164.9,shop,shoes,Skechers,Skechers,shoes,,,,,,,,,,,,,,,,,,retail,retail,residential,1.0,65764.0,181.8,390.7,217.4,149.6,1.0,0.0,
12917522701,node,40.757443,-73.9846875,165.7,amenity,cafe,Starbucks,Starbucks,,cafe,,,,,coffee_shop,,,,,,yes,,,,,,food_drink,food_drink,secondary,1.0,16820.0,200.9,276.6,154.4,151.4,0.0042056421284574,0.0,
2722857832,node,40.7598975,-73.9865625,165.8,amenity,restaurant,Dilli Dilli,,,restaurant,,,,,indian,,,,,,,,,West 47th Street,250,10036,food_drink,food_drink,residential,1.0,2510.0,147.1,411.9,201.1,134.9,0.3623978201634877,0.6376021798365122,
4243439484,node,40.7584738,-73.9832127,165.9,tourism,hotel,Sanctuary Hotel,,,,,,hotel,,,,+1 212-234-7000,https://www.sanctuaryhotelnyc.com/,,,,,,West 47th Street,132,10036,hospitality,hospitality,residential,1.0,3766.0,118.9,280.6,290.8,141.0,0.0615637860082304,0.0,
10960870138,node,40.7574273,-73.9854727,166.7,shop,clothes,Old Navy,Old Navy,clothes,,,,,,,Mo-Sa 09:00-23:00; Su 10:00-21:00,+1-646-866-5935,https://oldnavy.gap.com/stores/ny/newyork/oldnavy-3444.html,,,,,,Broadway,1516,10036,retail,retail,residential,1.0,44475.0,193.9,334.3,171.2,150.7,1.0,0.0,
266170765,way,40.7577808,-73.9837782,167.0,tourism,hotel,The Muse New York,Independent,,,,,hotel,,,,+1 212-485-2400,https://www.themusehotel.com/,yes,,,,,West 46th Street,130,10036,hospitality,hospitality,secondary,1.0,8033.0,141.3,241.1,201.9,158.5,0.0438715791136186,0.0,
10794176923,node,40.7600479,-73.9837966,168.4,amenity,restaurant,Lagos TSQ,,,restaurant,,,,,west_african,,+1-212-281-0500,https://lagosnyc.com,,,,,,,,,food_drink,food_drink,secondary,3.0,2500.0,65.8,461.3,400.0,82.3,1.0,0.0,
12917521999,node,40.7575283,-73.98419,170.7,amenity,cafe,T45,,,cafe,,,,,coffee_shop,,,,,,,,,,,,food_drink,food_drink,secondary,1.0,9510.0,162.2,247.3,166.0,158.8,,,
266170541,way,40.7591178,-73.9830767,172.1,amenity,theatre,James Earl Jones Theatre,,,theatre,,,,,,24/7,+12122396200,,,,,,,West 48th Street,138,10036,leisure_entertainment,leisure_entertainment,residential,1.0,12050.0,127.7,343.8,361.7,68.5,1.0,0.0,
266149329,way,40.7588726,-73.9871509,172.8,amenity,theatre,Music Box Theatre,,,theatre,,,,,,,,https://shubert.nyc/theatres/music-box,,,,,,West 45th Street,239,10036,leisure_entertainment,leisure_entertainment,secondary,1.0,10050.0,98.3,385.2,268.1,169.3,1.0,0.0,
2722857817,node,40.7599261,-73.9866455,173.1,amenity,restaurant,Glass House Tavern,,,restaurant,,,,,,,,https://glasshousetavern.com/,,,,,,West 47th Street,252,10036,food_drink,food_drink,residential,1.0,2510.0,142.2,405.0,193.8,142.5,0.343980343980344,0.6560196560196561,
